"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases","diff","sign"
"4006","dec11","Indiana","Vanderburgh","Evansville","University of Southern Indiana",612,"VanderburghIndiana",0.066800403414696,"Hybrid","10986","Public, 4-year",0.0557072637902785,-0.0110931396244175,"good"
"4007","dec11","Indiana","Porter","Valparaiso","Valparaiso University",121,"PorterIndiana",0.0605848969123594,"Primarily in person","3786","Private nonprofit, 4-year",0.031959852086635,-0.0286250448257244,"good"
"4008","dec11","Indiana","Knox","Vincennes","Vincennes University",26,"KnoxIndiana",0.0649286768322676,"Other","17481","Public, 4-year",0.00148732910016589,-0.0634413477321017,"good"
"4009","dec11","Indiana","Montgomery","Crawfordsville","Wabash College",47,"MontgomeryIndiana",0.0528718242996505,"Primarily in person","882","Private nonprofit, 4-year",0.0532879818594104,0.000416157559759933,"bad"
"4010","dec11","Iowa","Buena Vista","Storm Lake","Buena Vista University",43,"Buena VistaIowa",0.167737003058104,"Fully in person","1846","Private nonprofit, 4-year",0.0232936078006501,-0.144443395257454,"good"
"4011","dec11","Iowa","Marion","Pella","Central College",147,"MarionIowa",0.067753285417857,"Primarily in person","1117","Private nonprofit, 4-year",0.131602506714414,0.0638492212965566,"bad"
"4012","dec11","Iowa","Dubuque","Dubuque","Clarke University",155,"DubuqueIowa",0.100995776428153,"Primarily online","1004","Private nonprofit, 4-year",0.154382470119522,0.0533866936913689,"bad"
"4013","dec11","Iowa","Linn","Cedar Rapids","Coe College",36,"LinnIowa",0.0673956578123208,"Primarily in person","1422","Private nonprofit, 4-year",0.0253164556962025,-0.0420792021161183,"good"
"4014","dec11","Iowa","Linn","Mount Vernon","Cornell College",91,"LinnIowa",0.0673956578123208,"Hybrid","1028","Private nonprofit, 4-year",0.0885214007782101,0.0211257429658893,"bad"
"4016","dec11","Iowa","Polk","Des Moines","Drake University",81,"PolkIowa",0.0749835258211078,"Primarily in person","4869","Private nonprofit, 4-year",0.0166358595194085,-0.0583476663016993,"good"
"4018","dec11","Iowa","Hardin","Iowa Falls","Ellsworth Community College",88,"HardinIowa",0.0761605128813962,"Hybrid","796","Public, 2-year",0.110552763819095,0.0343922509376993,"bad"
"4020","dec11","Iowa","Polk","Des Moines","Grand View University",208,"PolkIowa",0.0749835258211078,"Primarily in person","1886","Private nonprofit, 4-year",0.110286320254507,0.0353027944333991,"bad"
"4021","dec11","Iowa","Poweshiek","Grinnell","Grinnell College",33,"PoweshiekIowa",0.0583657587548638,"Fully online","1716","Private nonprofit, 4-year",0.0192307692307692,-0.0391349895240946,"good"
"4022","dec11","Iowa","Black Hawk","Waterloo","Hawkeye Community College",325,"Black HawkIowa",0.0888834699911604,"Primarily online","5263","Public, 2-year",0.0617518525555767,-0.0271316174355837,"good"
"4023","dec11","Iowa","Story","Ames","Iowa State University",2496,"StoryIowa",0.0749920199347179,"Primarily in person","34992","Public, 4-year",0.0713305898491084,-0.00366143008560953,"good"
"4024","dec11","Iowa","Henry","Mount Pleasant","Iowa Wesleyan University",161,"HenryIowa",0.10719655206976,"Fully in person","616","Private nonprofit, 4-year",0.261363636363636,0.154167084293876,"bad"
"4026","dec11","Iowa","Winneshiek","Decorah","Luther College",23,"WinneshiekIowa",0.0582762243009354,"Hybrid","2005","Private nonprofit, 4-year",0.0114713216957606,-0.0468049026051748,"good"
"4027","dec11","Iowa","Marshall","Marshalltown","Marshalltown Community College",21,"MarshallIowa",0.0940079758185374,"Hybrid","1931","Public, 2-year",0.0108751941998964,-0.083132781618641,"good"
"4028","dec11","Iowa","Woodbury","Sioux City","Morningside College",194,"WoodburyIowa",0.108983871124172,"Primarily in person","2698","Private nonprofit, 4-year",0.0719051148999259,-0.0370787562242461,"good"
"4032","dec11","Iowa","Dubuque","Dubuque","University of Dubuque",50,"DubuqueIowa",0.100995776428153,"Hybrid","2385","Private nonprofit, 4-year",0.0209643605870021,-0.0800314158411509,"good"
"4033","dec11","Iowa","Johnson","Iowa City","University of Iowa",3102,"JohnsonIowa",0.067553261876406,"Primarily in person","31656","Public, 4-year",0.0979909021986353,0.0304376403222293,"bad"
"4034","dec11","Iowa","Black Hawk","Cedar Falls","University of Northern Iowa",546,"Black HawkIowa",0.0888834699911604,"Primarily in person","11187","Public, 4-year",0.0488066505765621,-0.0400768194145983,"good"
"4035","dec11","Iowa","Fayette","Fayette","Upper Iowa University",112,"FayetteIowa",0.0590330788804071,"Primarily in person","4392","Private nonprofit, 4-year",0.0255009107468124,-0.0335321681335947,"good"
"4036","dec11","Iowa","Bremer","Waverly","Wartburg College",69,"BremerIowa",0.083552789083074,"Primarily in person","1498","Private nonprofit, 4-year",0.0460614152202937,-0.0374913738627803,"good"
"4037","dec11","Iowa","Mahaska","Oskaloosa","William Penn University",30,"MahaskaIowa",0.0636343064041638,"Fully in person","1279","Private nonprofit, 4-year",0.0234558248631744,-0.0401784815409894,"good"
"4038","dec11","Kansas","Allen","Iola","Allen County Community College",61,"AllenKansas",0.0376748322418951,"Primarily online","2540","Public, 2-year",0.0240157480314961,-0.013659084210399,"good"
"4039","dec11","Kansas","Douglas","Baldwin City","Baker University",110,"DouglasKansas",0.0446756476005856,"Primarily in person","2769","Private nonprofit, 4-year",0.0397255326832792,-0.00495011491730644,"good"
"4040","dec11","Kansas","Atchison","Atchison","Benedictine College",130,"AtchisonKansas",0.062962732532819,"Primarily in person","2124","Private nonprofit, 4-year",0.0612052730696798,-0.00175745946313915,"good"
"4041","dec11","Kansas","McPherson","Lindsborg","Bethany College (Kan.)",5,"McPhersonKansas",0.0623291990750473,"Fully in person","891","Private nonprofit, 4-year",0.00561167227833894,-0.0567175267967083,"good"
"4045","dec11","Kansas","Ford","Dodge City","Dodge City Community College",13,"FordKansas",0.144680091614861,"Fully in person","1548","Public, 2-year",0.00839793281653747,-0.136282158798324,"good"
"4046","dec11","Kansas","Lyon","Emporia","Emporia State University",242,"LyonKansas",0.0893809308630818,"Primarily in person","5796","Public, 4-year",0.0417529330572809,-0.0476279978058009,"good"
"4047","dec11","Kansas","Lyon","Emporia","Flint Hills Technical College",12,"LyonKansas",0.0893809308630818,"Primarily in person","1425","Public, 2-year",0.00842105263157895,-0.0809598782315029,"good"
"4048","dec11","Kansas","Ellis","Hays","Fort Hays State University",343,"EllisKansas",0.0972927538262179,"Hybrid","15523","Public, 4-year",0.0220962442826773,-0.0751965095435406,"good"
"4050","dec11","Kansas","Harvey","Hesston","Hesston College",7,"HarveyKansas",0.0608498649394406,"Primarily in person","419","Private nonprofit, 4-year",0.0167064439140811,-0.0441434210253595,"good"
"4052","dec11","Kansas","Johnson","Overland Park","Johnson County Community College",165,"JohnsonKansas",0.0517180416367171,"Primarily online","18373","Public, 2-year",0.00898056931366679,-0.0427374723230503,"good"
"4053","dec11","Kansas","Riley","Manhattan","Kansas State University",1364,"RileyKansas",0.0562560620756547,"Primarily in person","22221","Public, 4-year",0.0613833760856847,0.00512731401003001,"bad"
"4054","dec11","Kansas","Saline","Salina","Kansas Wesleyan University",47,"SalineKansas",0.0601025376217173,"Hybrid","741","Private nonprofit, 4-year",0.0634278002699055,0.00332526264818823,"bad"
"4055","dec11","Kansas","Labette","Parsons","Labette Community College",5,"LabetteKansas",0.0588235294117647,"Hybrid","2178","Public, 2-year",0.00229568411386593,-0.0565278452978988,"good"
"4056","dec11","Kansas","Sedgwick","Whichita","Newman University",93,"SedgwickKansas",0.0615221241681879,"Fully in person","3373","Private nonprofit, 4-year",0.0275718944559739,-0.033950229712214,"good"
"4057","dec11","Kansas","Crawford","Pittsburg","Pittsburg State University",286,"CrawfordKansas",0.0709979906229069,"Hybrid","6625","Public, 4-year",0.0431698113207547,-0.0278281793021522,"good"
"4060","dec11","Kansas","Douglas","Lawrence","University of Kansas",1476,"DouglasKansas",0.0446756476005856,"Primarily in person","27690","Public, 4-year",0.0533044420368364,0.0086287944362508,"bad"
"4061","dec11","Kansas","Leavenworth","Leavenworth","University of Saint Mary",47,"LeavenworthKansas",0.0522150737542504,"Primarily in person","1254","Private nonprofit, 4-year",0.0374800637958533,-0.0147350099583971,"good"
"4062","dec11","Kansas","Shawnee","Topeka","Washburn University",252,"ShawneeKansas",0.0531166077738516,"Hybrid","6571","Public, 4-year",0.0383503271952519,-0.0147662805785997,"good"
"4063","dec11","Kansas","Sedgwick","Wichita","Wichita State University",234,"SedgwickKansas",0.0615221241681879,"Primarily online","15778","Public, 4-year",0.0148307770313094,-0.0466913471368785,"good"
"4064","dec11","Kentucky","Knott","Pippa Passes","Alice Lloyd College",141,"KnottKentucky",0.0428880183709307,"Undetermined","644","Private nonprofit, 4-year",0.218944099378882,0.176056081007951,"bad"
"4066","dec11","Kentucky","Jessamine","Wilmore","Asbury University",18,"JessamineKentucky",0.0402660999722813,"Primarily online","1940","Private nonprofit, 4-year",0.00927835051546392,-0.0309877494568174,"good"
"4067","dec11","Kentucky","Boyd","Ashland","Ashland Community and Technical College",16,"BoydKentucky",0.0512008219529946,"Primarily online","2542","Public, 2-year",0.00629425649095201,-0.0449065654620426,"good"
"4069","dec11","Kentucky","Jefferson","Louisville","Bellarmine University",277,"JeffersonKentucky",0.057085882489498,"Hybrid","3369","Private nonprofit, 4-year",0.0822202433956664,0.0251343609061684,"bad"
"4071","dec11","Kentucky","Floyd","Prestonsburg","Big Sandy Community and Technical College",21,"FloydKentucky",0.0411644047317992,"Primarily in person","4375","Public, 2-year",0.0048,-0.0363644047317992,"good"
"4072","dec11","Kentucky","Fayette","Lexington","Bluegrass Community and Technical College",194,"FayetteKentucky",0.0619708372530574,"Primarily online","9525","Public, 2-year",0.0203674540682415,-0.0416033831848159,"good"
"4073","dec11","Kentucky","Daviess","Owensboro","Brescia University",28,"DaviessKentucky",0.043384460797352,"Primarily online","1015","Private nonprofit, 4-year",0.0275862068965517,-0.0157982539008003,"good"
"4074","dec11","Kentucky","Taylor","Campbellsville","Campbellsville University",153,"TaylorKentucky",0.0569288680197136,"Primarily online","11470","Private nonprofit, 4-year",0.0133391455972101,-0.0435897224225035,"good"
"4075","dec11","Kentucky","Boyle","Danville","Centre College",73,"BoyleKentucky",0.0457418496340652,"Primarily in person","1434","Private nonprofit, 4-year",0.0509065550906555,0.00516470545659031,"bad"
"4076","dec11","Kentucky","Bell","Pineville","Clear Creek Baptist Bible College",3,"BellKentucky",0.0558927473878304,"Fully in person","131","Private nonprofit, 4-year",0.0229007633587786,-0.0329919840290518,"good"
"4077","dec11","Kentucky","Madison","Richmond","Eastern Kentucky University",470,"MadisonKentucky",0.0506952584769914,"Primarily in person","15815","Public, 4-year",0.0297186215618084,-0.020976636915183,"good"
"4078","dec11","Kentucky","Hardin","Elizabethtown","Elizabethtown Community and Technical College",44,"HardinKentucky",0.0444132013915175,"Primarily online","6399","Public, 2-year",0.00687607438662291,-0.0375371270048946,"good"
"4082","dec11","Kentucky","Boone","Florence","Gateway Community and Technical College",26,"BooneKentucky",0.0448941091921755,"Primarily online","4093","Public, 2-year",0.00635230881993648,-0.038541800372239,"good"
"4083","dec11","Kentucky","Scott","Georgetown","Georgetown College",188,"ScottKentucky",0.035944845975721,"Primarily in person","1608","Private nonprofit, 4-year",0.116915422885572,0.0809705769098511,"bad"
"4084","dec11","Kentucky","Perry","Hazard","Hazard Community and Technical College",16,"PerryKentucky",0.049770944949142,"Primarily online","3185","Public, 2-year",0.00502354788069074,-0.0447473970684513,"good"
"4085","dec11","Kentucky","Henderson","Henderson","Henderson Community College",36,"HendersonKentucky",0.053439504534395,"Hybrid","1586","Public, 2-year",0.0226986128625473,-0.0307408916718477,"good"
"4086","dec11","Kentucky","Christian","Hopkinsville","Hopkinsville Community College",24,"ChristianKentucky",0.0482962206043059,"Hybrid","2748","Public, 2-year",0.00873362445414847,-0.0395625961501574,"good"
"4087","dec11","Kentucky","Jefferson","Louisville","Jefferson Community and Technical College",118,"JeffersonKentucky",0.057085882489498,"Hybrid","11699","Public, 2-year",0.0100863321651423,-0.0469995503243557,"good"
"4088","dec11","Kentucky","Carter","Grayson","Kentucky Christian University",4,"CarterKentucky",0.0351531887897899,"Primarily in person","681","Private nonprofit, 4-year",0.00587371512481645,-0.0292794736649735,"good"
"4089","dec11","Kentucky","Franklin","Frankfort","Kentucky State University",133,"FranklinKentucky",0.0340648349708772,"Primarily online","1778","Public, 4-year",0.0748031496062992,0.040738314635422,"bad"
"4090","dec11","Kentucky","Daviess","Owensboro","Kentucky Wesleyan College",49,"DaviessKentucky",0.043384460797352,"Hybrid","830","Private nonprofit, 4-year",0.0590361445783133,0.0156516837809613,"bad"
"4093","dec11","Kentucky","Adair","Columbia","Lindsey Wilson College",124,"AdairKentucky",0.0602020622851786,"Primarily in person","2589","Private nonprofit, 4-year",0.0478949401313248,-0.0123071221538538,"good"
"4094","dec11","Kentucky","Hopkins","Madisonville","Madisonville Community College",37,"HopkinsKentucky",0.0480016112428949,"Primarily online","3546","Public, 2-year",0.0104342921601805,-0.0375673190827144,"good"
"4095","dec11","Kentucky","Mason","Maysville","Maysville Community and Technical College",19,"MasonKentucky",0.0393087287639133,"Hybrid","4189","Public, 2-year",0.00453568870852232,-0.034773040055391,"good"
"4097","dec11","Kentucky","Woodford","Midway","Midway University",56,"WoodfordKentucky",0.0380788509014738,"Primarily in person","1668","Private nonprofit, 4-year",0.0335731414868106,-0.00450570941466325,"good"
"4098","dec11","Kentucky","Rowan","Morehead","Morehead State University",204,"RowanKentucky",0.0400245298446443,"Hybrid","10195","Public, 4-year",0.0200098087297695,-0.0200147211148748,"good"
"4099","dec11","Kentucky","Calloway","Murray","Murray State University",502,"CallowayKentucky",0.051332017127766,"Primarily in person","9454","Public, 4-year",0.0530992172625344,0.00176720013476838,"bad"
"4100","dec11","Kentucky","Campbell","Highland Heights","Northern Kentucky University",119,"CampbellKentucky",0.0392161053171482,"Hybrid","14764","Public, 4-year",0.00806014630181523,-0.031155959015333,"good"
"4101","dec11","Kentucky","Daviess","Owensboro","Owensboro Community and Technical College",24,"DaviessKentucky",0.043384460797352,"Primarily online","3940","Public, 2-year",0.00609137055837563,-0.0372930902389764,"good"
"4103","dec11","Kentucky","Jefferson","Louisville","Simmons College of Kentucky",1,"JeffersonKentucky",0.057085882489498,"Fully online","210","Private nonprofit, 4-year",0.00476190476190476,-0.0523239777275932,"good"
"4104","dec11","Kentucky","Pulaski","Somerset","Somerset Community College",56,"PulaskiKentucky",0.0433678573077456,"Primarily online","5857","Public, 2-year",0.00956120880997098,-0.0338066484977746,"good"
"4106","dec11","Kentucky","Harlan","Cumberland","Southeast Kentucky Community and Technical College",24,"HarlanKentucky",0.0424067666282199,"Primarily online","3315","Public, 2-year",0.00723981900452489,-0.035166947623695,"good"
"4107","dec11","Kentucky","Jefferson","Louisville","Spalding University",27,"JeffersonKentucky",0.057085882489498,"Hybrid","1758","Private nonprofit, 4-year",0.015358361774744,-0.041727520714754,"good"
"4110","dec11","Kentucky","Kenton","Crestview Hills","Thomas More University",118,"KentonKentucky",0.0407729433885436,"Hybrid","2253","Private nonprofit, 4-year",0.0523746116289392,0.0116016682403956,"bad"
"4111","dec11","Kentucky","Fayette","Lexington","Transylvania University",135,"FayetteKentucky",0.0619708372530574,"Primarily online","987","Private nonprofit, 4-year",0.13677811550152,0.0748072782484623,"bad"
"4113","dec11","Kentucky","Fayette","Lexington","University of Kentucky",3107,"FayetteKentucky",0.0619708372530574,"Primarily online","29182","Public, 4-year",0.106469741621548,0.0444989043684901,"bad"
"4114","dec11","Kentucky","Jefferson","Louisville","University of Louisville",1583,"JeffersonKentucky",0.057085882489498,"Primarily online","21430","Public, 4-year",0.0738684087727485,0.0167825262832505,"bad"
"4115","dec11","Kentucky","Pike","Pikeville","University of Pikeville",151,"PikeKentucky",0.0379431888865851,"Primarily in person","2317","Private nonprofit, 4-year",0.06517047906776,0.0272272901811749,"bad"
"4116","dec11","Kentucky","Whitley","Williamsburg","University of the Cumberlands",154,"WhitleyKentucky",0.0538274873152438,"Hybrid","13472","Private nonprofit, 4-year",0.0114311163895487,-0.0423963709256951,"good"
"4117","dec11","Kentucky","McCracken","Paducah","West Kentucky Community and Technical College",61,"McCrackenKentucky",0.0550307254883977,"Primarily online","6193","Public, 2-year",0.00984983045373809,-0.0451808950346596,"good"
"4118","dec11","Kentucky","Warren","Bowling Green","Western Kentucky University",986,"WarrenKentucky",0.0627483144714664,"Primarily online","19456","Public, 4-year",0.0506784539473684,-0.012069860524098,"good"
"4160","dec11","Maine","Androscoggin","Lewiston","Bates College",30,"AndroscogginMaine",0.0173166969901272,"Primarily in person","1832","Private nonprofit, 4-year",0.0163755458515284,-0.000941151138598814,"good"
"4161","dec11","Maine","Cumberland","Brunswick","Bowdoin College",4,"CumberlandMaine",0.0155015372725023,"Primarily online","1828","Private nonprofit, 4-year",0.00218818380743982,-0.0133133534650625,"good"
"4162","dec11","Maine","Kennebec","Waterville","Colby College",27,"KennebecMaine",0.00928030612745499,"Primarily in person","2000","Private nonprofit, 4-year",0.0135,0.00421969387254501,"bad"
"4163","dec11","Maine","Penobscot","Bangor","Husson University",51,"PenobscotMaine",0.00786733969555959,"Primarily online","3761","Private nonprofit, 4-year",0.0135602233448551,0.0056928836492955,"bad"
"4164","dec11","Maine","Hancock","Castine","Maine Maritime Academy",23,"HancockMaine",0.006256024151163,"Primarily online","997","Public, 4-year",0.0230692076228686,0.0168131834717056,"bad"
"4165","dec11","Maine","Cumberland","Standish","Saint Joseph's College of Maine",29,"CumberlandMaine",0.0155015372725023,"Primarily online","2106","Private nonprofit, 4-year",0.0137701804368471,-0.0017313568356552,"good"
"4169","dec11","Maine","Kennebec","Augusta","University of Maine, Augusta",14,"KennebecMaine",0.00928030612745499,"Primarily online","4128","Public, 4-year",0.00339147286821705,-0.00588883325923794,"good"
"4170","dec11","Maine","Aroostook","Fort Kent","University of Maine, Fort Kent",6,"AroostookMaine",0.00354932518082171,"Primarily online","1791","Public, 4-year",0.0033500837520938,-0.000199241428727908,"good"
"4171","dec11","Maine","Washington","Machias","University of Maine, Machias",2,"WashingtonMaine",0.00640555785716562,"Primarily online","675","Public, 4-year",0.00296296296296296,-0.00344259489420266,"good"
"4172","dec11","Maine","Aroostook","Presque Isle","University of Maine, Presque Isle",6,"AroostookMaine",0.00354932518082171,"Hybrid","1553","Public, 4-year",0.00386349001931745,0.00031416483849574,"bad"
"4173","dec11","Maine","York","Biddeford","University of New England",54,"YorkMaine",0.0141542373616001,"Hybrid","8010","Private nonprofit, 4-year",0.00674157303370787,-0.00741266432789224,"good"
"4174","dec11","Maine","Cumberland","Portland","University of Southern Maine",54,"CumberlandMaine",0.0155015372725023,"Primarily online","8140","Public, 4-year",0.00663390663390663,-0.00886763063859567,"good"
"4176","dec11","Maryland","Prince George's","Bowie","Bowie State University",75,"Prince George'sMaryland",0.0506462471696101,"Primarily in person","6320","Public, 4-year",0.0118670886075949,-0.0387791585620152,"good"
"4178","dec11","Maryland","Allegany","Frostburg","Frostburg State University",231,"AlleganyMaryland",0.0621733696887071,"Primarily online","5295","Public, 4-year",0.0436260623229462,-0.0185473073657609,"good"
"4179","dec11","Maryland","Baltimore City","Baltimore","Goucher College",0,"Baltimore CityMaryland",0.0458609243626683,"Fully online","2267","Private nonprofit, 4-year",0,-0.0458609243626683,"good"
"4180","dec11","Maryland","Frederick","Frederick","Hood College",30,"FrederickMaryland",0.0317245046176608,"Hybrid","2005","Private nonprofit, 4-year",0.0149625935162095,-0.0167619111014513,"good"
"4181","dec11","Maryland","Baltimore City","Baltimore","Johns Hopkins University",799,"Baltimore CityMaryland",0.0458609243626683,"Fully online","26152","Private nonprofit, 4-year",0.0305521566228204,-0.0153087677398479,"good"
"4183","dec11","Maryland","Carroll","Westminster","McDaniel College",28,"CarrollMaryland",0.023063634258847,"Primarily online","2780","Private nonprofit, 4-year",0.0100719424460432,-0.0129916918128038,"good"
"4186","dec11","Maryland","Baltimore City","Baltimore","Notre Dame of Maryland University",17,"Baltimore CityMaryland",0.0458609243626683,"Hybrid","2371","Private nonprofit, 4-year",0.00716997047659215,-0.0386909538860762,"good"
"4187","dec11","Maryland","Wicomico","Salisbury","Salisbury University",578,"WicomicoMaryland",0.0366377438253434,"Hybrid","8567","Public, 4-year",0.0674681918991479,0.0308304480738045,"bad"
"4188","dec11","Maryland","St. Mary's","St. Mary's City","St. Mary's College of Maryland",41,"St. Mary'sMaryland",0.022658796581799,"Primarily in person","1582","Public, 4-year",0.0259165613147914,0.0032577647329924,"bad"
"4189","dec11","Maryland","Baltimore","Stevenson","Stevenson University",163,"BaltimoreMaryland",0.0397415908239361,"Fully online","3615","Private nonprofit, 4-year",0.0450899031811895,0.00534831235725339,"bad"
"4190","dec11","Maryland","Baltimore","Towson","Towson University",521,"BaltimoreMaryland",0.0397415908239361,"Primarily online","22923","Public, 4-year",0.022728264188806,-0.0170133266351301,"good"
"4192","dec11","Maryland","Baltimore","Baltimore","University of Baltimore",4,"BaltimoreMaryland",0.0397415908239361,"Fully online","5041","Public, 4-year",0.000793493354493156,-0.0389480974694429,"good"
"4196","dec11","Maryland","Prince George's","College Park","University of Maryland, College Park",1065,"Prince George'sMaryland",0.0506462471696101,"Primarily online","41200","Public, 4-year",0.0258495145631068,-0.0247967326065033,"good"
"4197","dec11","Maryland","Kent","Chestertown","Washington College",17,"KentMaryland",0.0270312017299969,"Fully online","1367","Private nonprofit, 4-year",0.0124359912216533,-0.0145952105083436,"good"
"4198","dec11","Massachusetts","Hampden","Springfield","American International College",44,"HampdenMassachusetts",0.0420372578113609,"Primarily online","3152","Private nonprofit, 4-year",0.0139593908629442,-0.0280778669484167,"good"
"4199","dec11","Massachusetts","Hampshire","Amherst","Amherst College",15,"HampshireMassachusetts",0.0172480258658211,"Primarily online","1855","Private nonprofit, 4-year",0.00808625336927224,-0.00916177249654886,"good"
"4200","dec11","Massachusetts","Worcester","Paxton","Anna Maria College",31,"WorcesterMassachusetts",0.0367387331421513,"Primarily in person","1461","Private nonprofit, 4-year",0.0212183436002738,-0.0155203895418775,"good"
"4201","dec11","Massachusetts","Worcester","Worcester","Assumption College",55,"WorcesterMassachusetts",0.0367387331421513,"Primarily online","2428","Private nonprofit, 4-year",0.0226523887973641,-0.0140863443447872,"good"
"4202","dec11","Massachusetts","Norfolk","Wellesley","Babson College",72,"NorfolkMassachusetts",0.0275901100067207,"Primarily online","3357","Private nonprofit, 4-year",0.0214477211796247,-0.00614238882709604,"good"
"4203","dec11","Massachusetts","Hampden","Longmeadow","Bay Path University",14,"HampdenMassachusetts",0.0420372578113609,"Primarily online","3444","Private nonprofit, 4-year",0.0040650406504065,-0.0379722171609544,"good"
"4205","dec11","Massachusetts","Middlesex","Waltham","Bentley University",114,"MiddlesexMassachusetts",0.0346001331514135,"Primarily online","5460","Private nonprofit, 4-year",0.0208791208791209,-0.0137210122722926,"good"
"4206","dec11","Massachusetts","Middlesex","Chestnut Hill","Boston College",445,"MiddlesexMassachusetts",0.0346001331514135,"Primarily in person","14720","Private nonprofit, 4-year",0.0302309782608696,-0.00436915489054393,"good"
"4207","dec11","Massachusetts","Suffolk","Boston","Boston University",600,"SuffolkMassachusetts",0.0530745471802087,"Hybrid","34657","Private nonprofit, 4-year",0.0173125198372623,-0.0357620273429464,"good"
"4208","dec11","Massachusetts","Middlesex","Waltham","Brandeis University",66,"MiddlesexMassachusetts",0.0346001331514135,"Primarily online","5800","Private nonprofit, 4-year",0.0113793103448276,-0.0232208228065859,"good"
"4209","dec11","Massachusetts","Plymouth","Bridgewater","Bridgewater State University",73,"PlymouthMassachusetts",0.0336721654943765,"Primarily online","10990","Public, 4-year",0.00664240218380346,-0.027029763310573,"good"
"4210","dec11","Massachusetts","Worcester","Worcester","Clark University",49,"WorcesterMassachusetts",0.0367387331421513,"Hybrid","3122","Private nonprofit, 4-year",0.015695067264574,-0.0210436658775773,"good"
"4212","dec11","Massachusetts","Worcester","Worcester","College of the Holy Cross",37,"WorcesterMassachusetts",0.0367387331421513,"Fully online","2939","Private nonprofit, 4-year",0.0125893160939095,-0.0241494170482418,"good"
"4213","dec11","Massachusetts","Norfolk","Milton","Curry College",94,"NorfolkMassachusetts",0.0275901100067207,"Primarily in person","2580","Private nonprofit, 4-year",0.0364341085271318,0.00884399852041108,"bad"
"4215","dec11","Massachusetts","Norfolk","Quincy","Eastern Nazarene College",12,"NorfolkMassachusetts",0.0275901100067207,"Hybrid","848","Private nonprofit, 4-year",0.0141509433962264,-0.0134391666104943,"good"
"4216","dec11","Massachusetts","Suffolk","Boston","Emerson College",59,"SuffolkMassachusetts",0.0530745471802087,"Hybrid","4573","Private nonprofit, 4-year",0.0129018150010934,-0.0401727321791153,"good"
"4218","dec11","Massachusetts","Essex","Beverly","Endicott College",74,"EssexMassachusetts",0.05463642884844,"Primarily in person","4794","Private nonprofit, 4-year",0.01543596161869,-0.03920046722975,"good"
"4219","dec11","Massachusetts","Worcester","Fitchburg","Fitchburg State University",48,"WorcesterMassachusetts",0.0367387331421513,"Primarily in person","7199","Public, 4-year",0.00666759272121128,-0.03007114042094,"good"
"4220","dec11","Massachusetts","Middlesex","Framingham","Framingham State University",33,"MiddlesexMassachusetts",0.0346001331514135,"Primarily online","5565","Public, 4-year",0.00592991913746631,-0.0286702140139472,"good"
"4223","dec11","Massachusetts","Hampshire","Amherst","Hampshire College",8,"HampshireMassachusetts",0.0172480258658211,"Hybrid","1191","Private nonprofit, 4-year",0.00671704450041982,-0.0105309813654013,"good"
"4224","dec11","Massachusetts","Middlesex","Cambridge","Harvard University",318,"MiddlesexMassachusetts",0.0346001331514135,"Fully online","31566","Private nonprofit, 4-year",0.0100741303934613,-0.0245260027579522,"good"
"4227","dec11","Massachusetts","Middlesex","Cambridge","Lesley University",0,"MiddlesexMassachusetts",0.0346001331514135,"Primarily online","4838","Private nonprofit, 4-year",0,-0.0346001331514135,"good"
"4228","dec11","Massachusetts","Suffolk","Boston","Massachusetts College of Art and Design",10,"SuffolkMassachusetts",0.0530745471802087,"Hybrid","2087","Public, 4-year",0.00479156684235745,-0.0482829803378513,"good"
"4229","dec11","Massachusetts","Berkshire","North Adams","Massachusetts College of Liberal Arts",11,"BerkshireMassachusetts",0.0172717377385069,"Hybrid","1452","Public, 4-year",0.00757575757575758,-0.00969598016274932,"good"
"4231","dec11","Massachusetts","Middlesex","Cambridge","Massachusetts Institute of Technology",252,"MiddlesexMassachusetts",0.0346001331514135,"Primarily online","11574","Private nonprofit, 4-year",0.0217729393468118,-0.0128271938046017,"good"
"4232","dec11","Massachusetts","Barnstable","Buzzards Bay","Massachusetts Maritime Academy",10,"BarnstableMassachusetts",0.0175548147800366,"Primarily in person","1802","Public, 4-year",0.00554938956714761,-0.012005425212889,"good"
"4233","dec11","Massachusetts","Essex","North Andover","Merrimack College",244,"EssexMassachusetts",0.05463642884844,"Hybrid","4643","Private nonprofit, 4-year",0.0525522291621796,-0.00208419968626038,"good"
"4234","dec11","Massachusetts","Hampshire","South Hadley","Mount Holyoke College",5,"HampshireMassachusetts",0.0172480258658211,"Fully online","2335","Private nonprofit, 4-year",0.00214132762312634,-0.0151066982426948,"good"
"4235","dec11","Massachusetts","Worcester","Dudley","Nichols College",28,"WorcesterMassachusetts",0.0367387331421513,"Primarily in person","1592","Private nonprofit, 4-year",0.0175879396984925,-0.0191507934436588,"good"
"4236","dec11","Massachusetts","Suffolk","Boston","Northeastern University",479,"SuffolkMassachusetts",0.0530745471802087,"Hybrid","21627","Private nonprofit, 4-year",0.0221482406251445,-0.0309263065550642,"good"
"4238","dec11","Massachusetts","Middlesex","Weston","Regis College",8,"MiddlesexMassachusetts",0.0346001331514135,"Primarily online","2757","Private nonprofit, 4-year",0.00290170475154153,-0.031698428399872,"good"
