"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases","diff","sign"
"373","oct8","Illinois","Coles","Mattoon","Lake Land College",37,"ColesIllinois",0.0314296438237095,"Hybrid","4583","Public, 2-year",0.00807331442286712,-0.0233563294008424,"good"
"374","oct8","Illinois","Will","Romeoville","Lewis University",39,"WillIllinois",0.0216795537558832,"Primarily online","6440","Private nonprofit, 4-year",0.00605590062111801,-0.0156236531347652,"good"
"375","oct8","Illinois","Cook","Chicago","Loyola University Chicago",15,"CookIllinois",0.0292025622918419,"Fully online","17007","Private nonprofit, 4-year",0.000881989768918681,-0.0283205725229232,"good"
"376","oct8","Illinois","St. Clair","Lebanon","McKendree University",96,"St. ClairIllinois",0.0300747826220898,"Primarily in person","2494","Private nonprofit, 4-year",0.0384923817161187,0.00841759909402888,"bad"
"378","oct8","Illinois","Macon","Decatur","Millikin University",45,"MaconIllinois",0.0174023401820996,"Hybrid","2094","Private nonprofit, 4-year",0.0214899713467049,0.00408763116460527,"bad"
"379","oct8","Illinois","Warren","Monmouth","Monmouth College",26,"WarrenIllinois",0.0219069104725718,"Primarily online","914","Private nonprofit, 4-year",0.0284463894967177,0.00653947902414593,"bad"
"380","oct8","Illinois","Cook","Chicago","Moody Bible Institute",10,"CookIllinois",0.0292025622918419,"Primarily online","3086","Private nonprofit, 4-year",0.00324044069993519,-0.0259621215919067,"good"
"381","oct8","Illinois","DuPage","Naperville","North Central College",33,"DuPageIllinois",0.020134984467793,"Primarily in person","2928","Private nonprofit, 4-year",0.0112704918032787,-0.00886449266451431,"good"
"382","oct8","Illinois","Cook","Chicago","North Park University",25,"CookIllinois",0.0292025622918419,"Primarily in person","2900","Private nonprofit, 4-year",0.00862068965517241,-0.0205818726366695,"good"
"383","oct8","Illinois","Cook","Chicago","Northeastern Illinois University",56,"CookIllinois",0.0292025622918419,"Primarily online","8103","Public, 4-year",0.00691102060965075,-0.0222915416821912,"good"
"385","oct8","Illinois","Cook","Evanston","Northwestern University",146,"CookIllinois",0.0292025622918419,"Primarily online","22127","Private nonprofit, 4-year",0.00659827360238623,-0.0226042886894557,"good"
"386","oct8","Illinois","Kankakee","Bourbonnais","Olivet Nazarene University",23,"KankakeeIllinois",0.0265059802297428,"Primarily in person","4655","Private nonprofit, 4-year",0.00494092373791622,-0.0215650564918266,"good"
"387","oct8","Illinois","Champaign","Champaign","Parkland College",55,"ChampaignIllinois",0.0247175579071864,"Primarily online","7074","Public, 2-year",0.00777495052304213,-0.0169426073841443,"good"
"389","oct8","Illinois","Adams","Quincy","Quincy University",89,"AdamsIllinois",0.0198364789485749,"Primarily in person","1086","Private nonprofit, 4-year",0.0819521178637201,0.0621156389151452,"bad"
"390","oct8","Illinois","Winnebago","Rockford","Rockford University",29,"WinnebagoIllinois",0.0254129920869725,"Primarily online","1203","Private nonprofit, 4-year",0.0241064006650042,-0.00130659142196834,"good"
"391","oct8","Illinois","Cook","Chicago","Saint Xavier University",34,"CookIllinois",0.0292025622918419,"Primarily in person","3667","Private nonprofit, 4-year",0.0092718843741478,-0.0199306779176941,"good"
"392","oct8","Illinois","Cook","Chicago","School of the Art Institute of Chicago",8,"CookIllinois",0.0292025622918419,"Fully online","3639","Private nonprofit, 4-year",0.00219840615553724,-0.0270041561363047,"good"
"393","oct8","Illinois","Saline","Harrisburg","Southeastern Illinois College",9,"SalineIllinois",0.0177514792899408,"Primarily online","1650","Public, 2-year",0.00545454545454545,-0.0122969338353953,"good"
"397","oct8","Illinois","Cook","Chicago","University of Chicago",79,"CookIllinois",0.0292025622918419,"Hybrid","17002","Private nonprofit, 4-year",0.00464651217503823,-0.0245560501168037,"good"
"400","oct8","Illinois","Cook","Chicago","University of Illinois, Chicago",171,"CookIllinois",0.0292025622918419,"Primarily online","31683","Public, 4-year",0.00539721617271092,-0.023805346119131,"good"
"401","oct8","Illinois","McDonough","Macomb","Western Illinois University",145,"McDonoughIllinois",0.0174179637490735,"Primarily in person","8502","Public, 4-year",0.0170548106327923,-0.000363153116281215,"good"
"404","oct8","Indiana","Delaware","Muncie","Ball State University",1027,"DelawareIndiana",0.0197923511630963,"Primarily in person","21884","Public, 4-year",0.0469292633887772,0.0271369122256809,"bad"
"405","oct8","Indiana","Marion","Indianapolis","Butler University",151,"MarionIndiana",0.0235666848437976,"Primarily online","5495","Private nonprofit, 4-year",0.0274795268425842,0.00391284199878657,"bad"
"406","oct8","Indiana","Putnam","Greencastle","DePauw University",22,"PutnamIndiana",0.0170055354481584,"Primarily in person","2156","Private nonprofit, 4-year",0.0102040816326531,-0.00680145381550534,"good"
"409","oct8","Indiana","Elkhart","Goshen","Goshen College",12,"ElkhartIndiana",0.035232939648446,"Primarily in person","927","Private nonprofit, 4-year",0.0129449838187702,-0.0222879558296758,"good"
"411","oct8","Indiana","Vigo","Terre Haute","Indiana State University",99,"VigoIndiana",0.0192268166445561,"Primarily in person","13044","Public, 4-year",0.00758969641214351,-0.0116371202324126,"good"
"413","oct8","Indiana","Wayne","Richmond","Indiana University East",15,"WayneIndiana",0.018714710703661,"Hybrid","3722","Public, 4-year",0.00403009134873724,-0.0146846193549238,"good"
"415","oct8","Indiana","Lake","Gary","Indiana University Northwest",3,"LakeIndiana",0.0234936446045566,"Primarily online","3959","Public, 4-year",0.0007577671129073,-0.0227358774916493,"good"
"417","oct8","Indiana","Floyd","New Albany","Indiana University Southeast",7,"FloydIndiana",0.0193066911184127,"Hybrid","5144","Public, 4-year",0.00136080870917574,-0.017945882409237,"good"
"419","oct8","Indiana","Wabash","North Manchester","Manchester University",12,"WabashIndiana",0.00961414376048522,"Primarily in person","1525","Private nonprofit, 4-year",0.00786885245901639,-0.00174529130146883,"good"
"432","oct8","Indiana","Allen","Fort Wayne","Purdue University Fort Wayne",62,"AllenIndiana",0.0179489004716596,"Hybrid","10139","Public, 4-year",0.00611500147943584,-0.0118338989922238,"good"
"433","oct8","Indiana","Lake","Hammond","Purdue University Northwest",58,"LakeIndiana",0.0234936446045566,"Hybrid","10473","Public, 4-year",0.00553805022438652,-0.0179555943801701,"good"
"434","oct8","Indiana","Vigo","Terre Haute","Rose-Hulman Institute of Technology",40,"VigoIndiana",0.0192268166445561,"Hybrid","2142","Private nonprofit, 4-year",0.0186741363211951,-0.000552680323360956,"good"
"436","oct8","Indiana","Grant","Upland","Taylor University",3,"GrantIndiana",0.0215146953732001,"Hybrid","2195","Private nonprofit, 4-year",0.00136674259681093,-0.0201479527763892,"good"
"437","oct8","Indiana","Steuben","Angola","Trine University",81,"SteubenIndiana",0.0128345955946118,"Primarily in person","4320","Private nonprofit, 4-year",0.01875,0.0059154044053882,"bad"
"438","oct8","Indiana","Vanderburgh","Evansville","University of Evansville",69,"VanderburghIndiana",0.0245355495423007,"Primarily online","2443","Private nonprofit, 4-year",0.0282439623413835,0.00370841279908284,"bad"
"439","oct8","Indiana","Marion","Indianapolis","University of Indianapolis",76,"MarionIndiana",0.0235666848437976,"Primarily online","5935","Private nonprofit, 4-year",0.0128053917438922,-0.0107612930999054,"good"
"440","oct8","Indiana","St. Joseph","Notre Dame","University of Notre Dame",787,"St. JosephIndiana",0.0273630925665683,"Primarily in person","12607","Private nonprofit, 4-year",0.0624256365511224,0.0350625439845541,"bad"
"441","oct8","Indiana","Vanderburgh","Evansville","University of Southern Indiana",187,"VanderburghIndiana",0.0245355495423007,"Hybrid","10986","Public, 4-year",0.0170216639359184,-0.00751388560638226,"good"
"442","oct8","Indiana","Porter","Valparaiso","Valparaiso University",36,"PorterIndiana",0.0142732218629137,"Primarily in person","3786","Private nonprofit, 4-year",0.00950871632329636,-0.00476450553961734,"good"
"443","oct8","Indiana","Knox","Vincennes","Vincennes University",11,"KnoxIndiana",0.0159862272503689,"Other","17481","Public, 4-year",0.000629254619300955,-0.0153569726310679,"good"
"444","oct8","Indiana","Montgomery","Crawfordsville","Wabash College",14,"MontgomeryIndiana",0.0134331472690281,"Primarily in person","882","Private nonprofit, 4-year",0.0158730158730159,0.00243986860398777,"bad"
"445","oct8","Iowa","Buena Vista","Storm Lake","Buena Vista University",43,"Buena VistaIowa",0.106269113149847,"Fully in person","1846","Private nonprofit, 4-year",0.0232936078006501,-0.0829755053491969,"good"
"446","oct8","Iowa","Marion","Pella","Central College",24,"MarionIowa",0.0246594292244309,"Primarily in person","1117","Private nonprofit, 4-year",0.0214861235452104,-0.00317330567922051,"good"
"447","oct8","Iowa","Dubuque","Dubuque","Clarke University",41,"DubuqueIowa",0.0398413334566493,"Primarily online","1004","Private nonprofit, 4-year",0.0408366533864542,0.00099531992980488,"bad"
"448","oct8","Iowa","Linn","Cedar Rapids","Coe College",36,"LinnIowa",0.019880373699858,"Primarily in person","1422","Private nonprofit, 4-year",0.0253164556962025,0.00543608199634453,"bad"
"449","oct8","Iowa","Linn","Mount Vernon","Cornell College",5,"LinnIowa",0.019880373699858,"Hybrid","1028","Private nonprofit, 4-year",0.00486381322957198,-0.015016560470286,"good"
"451","oct8","Iowa","Polk","Des Moines","Drake University",7,"PolkIowa",0.0340887993944847,"Primarily in person","4869","Private nonprofit, 4-year",0.00143766687204765,-0.0326511325224371,"good"
"453","oct8","Iowa","Poweshiek","Grinnell","Grinnell College",4,"PoweshiekIowa",0.0197254647643753,"Fully online","1716","Private nonprofit, 4-year",0.00233100233100233,-0.017394462433373,"good"
"454","oct8","Iowa","Story","Ames","Iowa State University",1340,"StoryIowa",0.0373878929538598,"Primarily in person","34992","Public, 4-year",0.038294467306813,0.000906574352953181,"bad"
"455","oct8","Iowa","Henry","Mount Pleasant","Iowa Wesleyan University",103,"HenryIowa",0.0431492432594968,"Fully in person","616","Private nonprofit, 4-year",0.167207792207792,0.124058548948295,"bad"
"457","oct8","Iowa","Winneshiek","Decorah","Luther College",7,"WinneshiekIowa",0.0181581711770297,"Hybrid","2005","Private nonprofit, 4-year",0.00349127182044888,-0.0146668993565808,"good"
"458","oct8","Iowa","Woodbury","Sioux City","Morningside College",46,"WoodburyIowa",0.0594818974463421,"Primarily in person","2698","Private nonprofit, 4-year",0.0170496664195701,-0.0424322310267721,"good"
"462","oct8","Iowa","Dubuque","Dubuque","University of Dubuque",50,"DubuqueIowa",0.0398413334566493,"Hybrid","2385","Private nonprofit, 4-year",0.0209643605870021,-0.0188769728696472,"good"
"463","oct8","Iowa","Johnson","Iowa City","University of Iowa",2109,"JohnsonIowa",0.0353645626571391,"Primarily in person","31656","Public, 4-year",0.0666224412433662,0.0312578785862271,"bad"
"464","oct8","Iowa","Black Hawk","Cedar Falls","University of Northern Iowa",178,"Black HawkIowa",0.0361127198463742,"Primarily in person","11187","Public, 4-year",0.0159113256458389,-0.0202013942005353,"good"
"465","oct8","Iowa","Fayette","Fayette","Upper Iowa University",52,"FayetteIowa",0.0134351145038168,"Primarily in person","4392","Private nonprofit, 4-year",0.01183970856102,-0.00159540594279676,"good"
"466","oct8","Iowa","Bremer","Waverly","Wartburg College",69,"BremerIowa",0.0213071582475461,"Primarily in person","1498","Private nonprofit, 4-year",0.0460614152202937,0.0247542569727476,"bad"
"467","oct8","Iowa","Mahaska","Oskaloosa","William Penn University",30,"MahaskaIowa",0.0212717809459154,"Fully in person","1279","Private nonprofit, 4-year",0.0234558248631744,0.00218404391725896,"bad"
"468","oct8","Kansas","Allen","Iola","Allen County Community College",16,"AllenKansas",0.00784218611043738,"Primarily online","2540","Public, 2-year",0.0062992125984252,-0.00154297351201218,"good"
"469","oct8","Kansas","Douglas","Baldwin City","Baker University",72,"DouglasKansas",0.0204074955626989,"Primarily in person","2769","Private nonprofit, 4-year",0.0260021668472373,0.00559467128453837,"bad"
"470","oct8","Kansas","Atchison","Atchison","Benedictine College",98,"AtchisonKansas",0.0227711068251104,"Primarily in person","2124","Private nonprofit, 4-year",0.0461393596986817,0.0233682528735713,"bad"
"474","oct8","Kansas","Ford","Dodge City","Dodge City Community College",13,"FordKansas",0.0902465867515393,"Fully in person","1548","Public, 2-year",0.00839793281653747,-0.0818486539350018,"good"
"475","oct8","Kansas","Lyon","Emporia","Emporia State University",60,"LyonKansas",0.0335893959933725,"Primarily in person","5796","Public, 4-year",0.010351966873706,-0.0232374291196665,"good"
"476","oct8","Kansas","Ellis","Hays","Fort Hays State University",284,"EllisKansas",0.0399607746996813,"Hybrid","15523","Public, 4-year",0.0182954325839077,-0.0216653421157736,"good"
"478","oct8","Kansas","Harvey","Hesston","Hesston College",7,"HarveyKansas",0.011443840948038,"Primarily in person","419","Private nonprofit, 4-year",0.0167064439140811,0.00526260296604314,"bad"
"480","oct8","Kansas","Johnson","Overland Park","Johnson County Community College",82,"JohnsonKansas",0.0204664334886562,"Primarily online","18373","Public, 2-year",0.00446307081042835,-0.0160033626782279,"good"
"481","oct8","Kansas","Riley","Manhattan","Kansas State University",811,"RileyKansas",0.0260938678736933,"Primarily in person","22221","Public, 4-year",0.0364970073354034,0.0104031394617101,"bad"
"482","oct8","Kansas","Saline","Salina","Kansas Wesleyan University",13,"SalineKansas",0.0158416937149602,"Hybrid","741","Private nonprofit, 4-year",0.0175438596491228,0.00170216593416261,"bad"
"483","oct8","Kansas","Labette","Parsons","Labette Community College",5,"LabetteKansas",0.0134570292588439,"Hybrid","2178","Public, 2-year",0.00229568411386593,-0.011161345144978,"good"
"484","oct8","Kansas","Sedgwick","Whichita","Newman University",22,"SedgwickKansas",0.0186011991272028,"Fully in person","3373","Private nonprofit, 4-year",0.00652238363474652,-0.0120788154924563,"good"
"485","oct8","Kansas","Crawford","Pittsburg","Pittsburg State University",170,"CrawfordKansas",0.0306816425369674,"Hybrid","6625","Public, 4-year",0.0256603773584906,-0.00502126517847683,"good"
"488","oct8","Kansas","Douglas","Lawrence","University of Kansas",1009,"DouglasKansas",0.0204074955626989,"Primarily in person","27690","Public, 4-year",0.0364391477067533,0.0160316521440544,"bad"
"489","oct8","Kansas","Shawnee","Topeka","Washburn University",63,"ShawneeKansas",0.0168197879858657,"Hybrid","6571","Public, 4-year",0.00958758179881297,-0.00723220618705273,"good"
"490","oct8","Kansas","Sedgwick","Wichita","Wichita State University",52,"SedgwickKansas",0.0186011991272028,"Primarily online","15778","Public, 4-year",0.00329572822917987,-0.0153054708980229,"good"
"491","oct8","Kentucky","Knott","Pippa Passes","Alice Lloyd College",57,"KnottKentucky",0.0166824260434959,"Undetermined","644","Private nonprofit, 4-year",0.0885093167701863,0.0718268907266904,"bad"
"492","oct8","Kentucky","Jessamine","Wilmore","Asbury University",7,"JessamineKentucky",0.0126951861775848,"Primarily online","1940","Private nonprofit, 4-year",0.00360824742268041,-0.00908693875490439,"good"
"493","oct8","Kentucky","Boyd","Ashland","Ashland Community and Technical College",4,"BoydKentucky",0.0110663983903421,"Primarily online","2542","Public, 2-year",0.001573564122738,-0.0094928342676041,"good"
"494","oct8","Kentucky","Jefferson","Louisville","Bellarmine University",103,"JeffersonKentucky",0.0245031998403666,"Hybrid","3369","Private nonprofit, 4-year",0.0305728702879193,0.00606967044755266,"bad"
"496","oct8","Kentucky","Floyd","Prestonsburg","Big Sandy Community and Technical College",5,"FloydKentucky",0.00598499536373599,"Primarily in person","4375","Public, 2-year",0.00114285714285714,-0.00484213822087885,"good"
"497","oct8","Kentucky","Fayette","Lexington","Bluegrass Community and Technical College",84,"FayetteKentucky",0.0278754270436203,"Primarily online","9525","Public, 2-year",0.00881889763779528,-0.019056529405825,"good"
"498","oct8","Kentucky","Taylor","Campbellsville","Campbellsville University",30,"TaylorKentucky",0.0132717606426326,"Primarily online","11470","Private nonprofit, 4-year",0.002615518744551,-0.0106562418980816,"good"
"499","oct8","Kentucky","Boyle","Danville","Centre College",21,"BoyleKentucky",0.0107119095143047,"Primarily in person","1434","Private nonprofit, 4-year",0.0146443514644351,0.00393244195013045,"bad"
"500","oct8","Kentucky","Madison","Richmond","Eastern Kentucky University",189,"MadisonKentucky",0.0209814275113726,"Primarily in person","15815","Public, 4-year",0.0119506797344293,-0.00903074777694326,"good"
"501","oct8","Kentucky","Hardin","Elizabethtown","Elizabethtown Community and Technical College",17,"HardinKentucky",0.0130499828764037,"Primarily online","6399","Public, 2-year",0.00265666510392249,-0.0103933177724812,"good"
"502","oct8","Kentucky","Boone","Florence","Gateway Community and Technical College",6,"BooneKentucky",0.0128012217306353,"Primarily online","4093","Public, 2-year",0.00146591741998534,-0.01133530431065,"good"
"503","oct8","Kentucky","Scott","Georgetown","Georgetown College",28,"ScottKentucky",0.0153673426426216,"Primarily in person","1608","Private nonprofit, 4-year",0.0174129353233831,0.00204559268076149,"bad"
"504","oct8","Kentucky","Perry","Hazard","Hazard Community and Technical College",3,"PerryKentucky",0.0137433030514792,"Primarily online","3185","Public, 2-year",0.000941915227629513,-0.0128013878238497,"good"
"505","oct8","Kentucky","Henderson","Henderson","Henderson Community College",13,"HendersonKentucky",0.0215439062154391,"Hybrid","1586","Public, 2-year",0.00819672131147541,-0.0133471849039637,"good"
"506","oct8","Kentucky","Christian","Hopkinsville","Hopkinsville Community College",8,"ChristianKentucky",0.021032911823562,"Hybrid","2748","Public, 2-year",0.00291120815138282,-0.0181217036721792,"good"
"507","oct8","Kentucky","Jefferson","Louisville","Jefferson Community and Technical College",37,"JeffersonKentucky",0.0245031998403666,"Hybrid","11699","Public, 2-year",0.00316266347551073,-0.0213405363648559,"good"
"508","oct8","Kentucky","Franklin","Frankfort","Kentucky State University",94,"FranklinKentucky",0.0145515875350552,"Primarily online","1778","Public, 4-year",0.0528683914510686,0.0383168039160134,"bad"
"509","oct8","Kentucky","Daviess","Owensboro","Kentucky Wesleyan College",19,"DaviessKentucky",0.0158307966624307,"Hybrid","830","Private nonprofit, 4-year",0.0228915662650602,0.00706076960262954,"bad"
"511","oct8","Kentucky","Adair","Columbia","Lindsey Wilson College",40,"AdairKentucky",0.0192167482553901,"Primarily in person","2589","Private nonprofit, 4-year",0.0154499806875241,-0.00376676756786596,"good"
"512","oct8","Kentucky","Hopkins","Madisonville","Madisonville Community College",10,"HopkinsKentucky",0.0170075638902565,"Primarily online","3546","Public, 2-year",0.00282007896221094,-0.0141874849280456,"good"
"513","oct8","Kentucky","Mason","Maysville","Maysville Community and Technical College",3,"MasonKentucky",0.00785002929115407,"Hybrid","4189","Public, 2-year",0.00071616137502984,-0.00713386791612423,"good"
"514","oct8","Kentucky","Woodford","Midway","Midway University",14,"WoodfordKentucky",0.0115209097029999,"Primarily in person","1668","Private nonprofit, 4-year",0.00839328537170264,-0.00312762433129726,"good"
"515","oct8","Kentucky","Rowan","Morehead","Morehead State University",78,"RowanKentucky",0.0112428454619787,"Hybrid","10195","Public, 4-year",0.00765080922020598,-0.00359203624177272,"good"
"516","oct8","Kentucky","Calloway","Murray","Murray State University",181,"CallowayKentucky",0.0176918540550242,"Primarily in person","9454","Public, 4-year",0.0191453353078062,0.00145348125278202,"bad"
"517","oct8","Kentucky","Campbell","Highland Heights","Northern Kentucky University",8,"CampbellKentucky",0.0100337664558044,"Hybrid","14764","Public, 4-year",0.000541858574911948,-0.00949190788089245,"good"
"518","oct8","Kentucky","Daviess","Owensboro","Owensboro Community and Technical College",8,"DaviessKentucky",0.0158307966624307,"Primarily online","3940","Public, 2-year",0.00203045685279188,-0.0138003398096388,"good"
"519","oct8","Kentucky","Pulaski","Somerset","Somerset Community College",14,"PulaskiKentucky",0.0133427722802752,"Primarily online","5857","Public, 2-year",0.00239030220249274,-0.0109524700777825,"good"
"521","oct8","Kentucky","Harlan","Cumberland","Southeast Kentucky Community and Technical College",7,"HarlanKentucky",0.0193387158785083,"Primarily online","3315","Public, 2-year",0.00211161387631976,-0.0172271020021885,"good"
"522","oct8","Kentucky","Jefferson","Louisville","Spalding University",6,"JeffersonKentucky",0.0245031998403666,"Hybrid","1758","Private nonprofit, 4-year",0.00341296928327645,-0.0210902305570901,"good"
"523","oct8","Kentucky","Kenton","Crestview Hills","Thomas More University",26,"KentonKentucky",0.0129702152121582,"Hybrid","2253","Private nonprofit, 4-year",0.0115401686640036,-0.00143004654815465,"good"
"524","oct8","Kentucky","Fayette","Lexington","Transylvania University",71,"FayetteKentucky",0.0278754270436203,"Primarily online","987","Private nonprofit, 4-year",0.07193515704154,0.0440597299979197,"bad"
"526","oct8","Kentucky","Fayette","Lexington","University of Kentucky",2070,"FayetteKentucky",0.0278754270436203,"Primarily online","29182","Public, 4-year",0.0709341374820095,0.0430587104383892,"bad"
"527","oct8","Kentucky","Jefferson","Louisville","University of Louisville",568,"JeffersonKentucky",0.0245031998403666,"Primarily online","21430","Public, 4-year",0.0265048996733551,0.00200169983298851,"bad"
"528","oct8","Kentucky","Pike","Pikeville","University of Pikeville",66,"PikeKentucky",0.00934757066832539,"Primarily in person","2317","Private nonprofit, 4-year",0.028485110056107,0.0191375393877816,"bad"
"529","oct8","Kentucky","Whitley","Williamsburg","University of the Cumberlands",41,"WhitleyKentucky",0.0145874696668873,"Hybrid","13472","Private nonprofit, 4-year",0.00304334916864608,-0.0115441204982412,"good"
"530","oct8","Kentucky","McCracken","Paducah","West Kentucky Community and Technical College",15,"McCrackenKentucky",0.0124277721727965,"Primarily online","6193","Public, 2-year",0.00242208945583724,-0.0100056827169593,"good"
"531","oct8","Kentucky","Warren","Bowling Green","Western Kentucky University",700,"WarrenKentucky",0.034530760895738,"Primarily online","19456","Public, 4-year",0.0359786184210526,0.00144785752531464,"bad"
"553","oct8","Maine","Androscoggin","Lewiston","Bates College",4,"AndroscogginMaine",0.0072037459478929,"Primarily in person","1832","Private nonprofit, 4-year",0.00218340611353712,-0.00502033983435578,"good"
"554","oct8","Maine","Cumberland","Brunswick","Bowdoin College",3,"CumberlandMaine",0.00800330844093111,"Primarily online","1828","Private nonprofit, 4-year",0.00164113785557987,-0.00636217058535124,"good"
"555","oct8","Maine","Kennebec","Waterville","Colby College",11,"KennebecMaine",0.00202776733005184,"Primarily in person","2000","Private nonprofit, 4-year",0.0055,0.00347223266994816,"bad"
"556","oct8","Maine","Penobscot","Bangor","Husson University",1,"PenobscotMaine",0.00175487025790677,"Primarily online","3761","Private nonprofit, 4-year",0.000265886732252061,-0.00148898352565471,"good"
"557","oct8","Maine","Hancock","Castine","Maine Maritime Academy",4,"HancockMaine",0.00100023641951734,"Primarily online","997","Public, 4-year",0.00401203610832497,0.00301179968880763,"bad"
"558","oct8","Maine","Cumberland","Standish","Saint Joseph's College of Maine",11,"CumberlandMaine",0.00800330844093111,"Primarily online","2106","Private nonprofit, 4-year",0.00522317188983856,-0.00278013655109255,"good"
"563","oct8","Maine","Aroostook","Fort Kent","University of Maine, Fort Kent",1,"AroostookMaine",0.000760569681604653,"Primarily online","1791","Public, 4-year",0.000558347292015634,-0.000202222389589019,"good"
"564","oct8","Maine","Washington","Machias","University of Maine, Machias",0,"WashingtonMaine",0.000637368941011505,"Primarily online","675","Public, 4-year",0,-0.000637368941011505,"good"
"565","oct8","Maine","Aroostook","Presque Isle","University of Maine, Presque Isle",0,"AroostookMaine",0.000760569681604653,"Hybrid","1553","Public, 4-year",0,-0.000760569681604653,"good"
"566","oct8","Maine","York","Biddeford","University of New England",16,"YorkMaine",0.00602482168743167,"Hybrid","8010","Private nonprofit, 4-year",0.00199750312109863,-0.00402731856633304,"good"
"567","oct8","Maine","Cumberland","Portland","University of Southern Maine",14,"CumberlandMaine",0.00800330844093111,"Primarily online","8140","Public, 4-year",0.00171990171990172,-0.00628340672102939,"good"
"569","oct8","Maryland","Prince George's","Bowie","Bowie State University",18,"Prince George'sMaryland",0.0336501610531745,"Primarily in person","6320","Public, 4-year",0.00284810126582278,-0.0308020597873517,"good"
"571","oct8","Maryland","Allegany","Frostburg","Frostburg State University",60,"AlleganyMaryland",0.00711486025903204,"Primarily online","5295","Public, 4-year",0.0113314447592068,0.00421658450017476,"bad"
"572","oct8","Maryland","Baltimore City","Baltimore","Goucher College",0,"Baltimore CityMaryland",0.027156312659017,"Fully online","2267","Private nonprofit, 4-year",0,-0.027156312659017,"good"
"573","oct8","Maryland","Frederick","Frederick","Hood College",19,"FrederickMaryland",0.0164016536503986,"Hybrid","2005","Private nonprofit, 4-year",0.00947630922693267,-0.00692534442346593,"good"
"574","oct8","Maryland","Baltimore City","Baltimore","Johns Hopkins University",397,"Baltimore CityMaryland",0.027156312659017,"Fully online","26152","Private nonprofit, 4-year",0.0151804833282349,-0.0119758293307821,"good"
"576","oct8","Maryland","Carroll","Westminster","McDaniel College",15,"CarrollMaryland",0.0120928244492333,"Primarily online","2780","Private nonprofit, 4-year",0.00539568345323741,-0.00669714099599589,"good"
"579","oct8","Maryland","Baltimore City","Baltimore","Notre Dame of Maryland University",0,"Baltimore CityMaryland",0.027156312659017,"Hybrid","2371","Private nonprofit, 4-year",0,-0.027156312659017,"good"
"580","oct8","Maryland","Wicomico","Salisbury","Salisbury University",436,"WicomicoMaryland",0.0206063179839589,"Hybrid","8567","Public, 4-year",0.0508929613633711,0.0302866433794122,"bad"
"581","oct8","Maryland","St. Mary's","St. Mary's City","St. Mary's College of Maryland",24,"St. Mary'sMaryland",0.0119813232314334,"Primarily in person","1582","Public, 4-year",0.0151706700379267,0.00318934680649327,"bad"
"582","oct8","Maryland","Baltimore","Stevenson","Stevenson University",45,"BaltimoreMaryland",0.0224143974279947,"Fully online","3615","Private nonprofit, 4-year",0.012448132780083,-0.00996626464791171,"good"
"583","oct8","Maryland","Baltimore","Towson","Towson University",491,"BaltimoreMaryland",0.0224143974279947,"Primarily online","22923","Public, 4-year",0.0214195349648824,-0.00099486246311227,"good"
"589","oct8","Maryland","Prince George's","College Park","University of Maryland, College Park",642,"Prince George'sMaryland",0.0336501610531745,"Primarily online","41200","Public, 4-year",0.0155825242718447,-0.0180676367813298,"good"
"590","oct8","Maryland","Kent","Chestertown","Washington College",14,"KentMaryland",0.0163216970445886,"Fully online","1367","Private nonprofit, 4-year",0.0102414045354792,-0.00608029250910945,"good"
"591","oct8","Massachusetts","Hampden","Springfield","American International College",7,"HampdenMassachusetts",0.0184638014289022,"Primarily online","3152","Private nonprofit, 4-year",0.00222081218274112,-0.0162429892461611,"good"
"592","oct8","Massachusetts","Hampshire","Amherst","Amherst College",4,"HampshireMassachusetts",0.00833799664241746,"Primarily online","1855","Private nonprofit, 4-year",0.00215633423180593,-0.00618166241061153,"good"
"593","oct8","Massachusetts","Worcester","Paxton","Anna Maria College",8,"WorcesterMassachusetts",0.0178950232476385,"Primarily in person","1461","Private nonprofit, 4-year",0.0054757015742642,-0.0124193216733743,"good"
"594","oct8","Massachusetts","Worcester","Worcester","Assumption College",4,"WorcesterMassachusetts",0.0178950232476385,"Primarily online","2428","Private nonprofit, 4-year",0.00164744645799012,-0.0162475767896484,"good"
"595","oct8","Massachusetts","Norfolk","Wellesley","Babson College",9,"NorfolkMassachusetts",0.0150429769021259,"Primarily online","3357","Private nonprofit, 4-year",0.00268096514745308,-0.0123620117546728,"good"
"596","oct8","Massachusetts","Hampden","Longmeadow","Bay Path University",3,"HampdenMassachusetts",0.0184638014289022,"Primarily online","3444","Private nonprofit, 4-year",0.000871080139372822,-0.0175927212895294,"good"
"598","oct8","Massachusetts","Middlesex","Waltham","Bentley University",6,"MiddlesexMassachusetts",0.0177036779200086,"Primarily online","5460","Private nonprofit, 4-year",0.0010989010989011,-0.0166047768211075,"good"
"599","oct8","Massachusetts","Middlesex","Chestnut Hill","Boston College",188,"MiddlesexMassachusetts",0.0177036779200086,"Primarily in person","14720","Private nonprofit, 4-year",0.0127717391304348,-0.00493193878957382,"good"
"600","oct8","Massachusetts","Suffolk","Boston","Boston University",141,"SuffolkMassachusetts",0.03134690953058,"Hybrid","34657","Private nonprofit, 4-year",0.00406844216175664,-0.0272784673688234,"good"
