date,state,county,city,college,cases,countyCovidProp,plan,enrollment2018,type,adjCases
11-Dec,New Mexico,Santa Fe,Santa Fe,Institute of American Indian Arts,1,0.041507602,Primarily online,589,"Public, 4-year",0.001697793
11-Dec,New Mexico,McKinley,Crownpoint,Navajo Technical University,21,0.113890173,Primarily online,1600,"Public, 4-year",0.013125
11-Dec,New Mexico,San Miguel,Las Vegas,New Mexico Highlands University,21,0.020126847,Primarily online,3037,"Public, 4-year",0.006914718
11-Dec,New Mexico,Socorro,Socorro,New Mexico Institute of Mining and Technology,23,0.044719601,Primarily online,1895,"Public, 4-year",0.012137203
11-Dec,New Mexico,Chaves,Roswell,New Mexico Military Institute,110,0.089948154,Primarily in person,412,"Public, 2-year",0.266990291
11-Dec,New Mexico,Rio Arriba,Española,Northern New Mexico College,1,0.043112972,Fully online,926,"Public, 4-year",0.001079914
11-Dec,New Mexico,San Juan,Farmington,San Juan College,28,0.059616967,Primarily online,6679,"Public, 2-year",0.004192244
11-Dec,New Mexico,Bernalillo,Albuquerque,University of New Mexico,349,0.04797525,Hybrid,24319,"Public, 4-year",0.014350919
11-Dec,New Mexico,Grant,Silver City,Western New Mexico University,50,0.022186829,Primarily online,3248,"Public, 4-year",0.015394089
11-Dec,New York,Nassau,Garden City,Adelphi University,60,0.050097131,Primarily online,8146,"Public, 2-year",0.007365578
11-Dec,New York,Albany,Albany,Albany College of Pharmacy and Health Sciences,21,0.024195924,Hybrid,1331,"Private nonprofit, 4-year",0.015777611
11-Dec,New York,Allegany,Alfred,Alfred University,31,0.02833525,Primarily in person,2302,"Private nonprofit, 4-year",0.013466551
11-Dec,New York,Dutchess,Annadale-on-Hudson,Bard College,2,0.029328593,Primarily in person,2207,"Private nonprofit, 4-year",0.000906208
11-Dec,New York,New York,New York City,Barnard College,11,0.215068281,Fully online,2562,"Private nonprofit, 4-year",0.004293521
11-Dec,New York,New York,New York City,Boricua College,0,0.215068281,Hybrid,731,"Private nonprofit, 4-year",0
11-Dec,New York,Erie,Buffalo,Canisius College,142,0.034050214,Primarily in person,3244,"Private nonprofit, 4-year",0.04377312
11-Dec,New York,Madison,Cazenovia,Cazenovia College,12,0.019466881,Primarily in person,870,"Private nonprofit, 4-year",0.013793103
11-Dec,New York,St. Lawrence,Potsdam,Clarkson University,21,0.011193614,Hybrid,4274,"Private nonprofit, 4-year",0.00491343
11-Dec,New York,Madison,Hamilton,Colgate University,54,0.019466881,Hybrid,2969,"Private nonprofit, 4-year",0.018187942
11-Dec,New York,New York,New York City,College of Mount Saint Vincent,44,0.215068281,Primarily in person,1861,"Private nonprofit, 4-year",0.023643203
11-Dec,New York,New York,New York City,Columbia University,285,0.215068281,Fully online,31077,"Private nonprofit, 4-year",0.009170769
11-Dec,New York,Columbia,Hudson,Columbia-Greene Community College,8,0.019458132,Primarily online,1584,"Public, 2-year",0.005050505
11-Dec,New York,Tompkins,Ithaca,Cornell University,308,0.014200431,Hybrid,23600,"Private nonprofit, 4-year",0.013050847
11-Dec,New York,Erie,Buffalo,D'Youville College,27,0.034050214,Hybrid,3045,"Private nonprofit, 4-year",0.008866995
11-Dec,New York,Erie,Amherst,Daemen College,46,0.034050214,Primarily online,2574,"Private nonprofit, 4-year",0.017871018
11-Dec,New York,Dutchess,Poughkeepsie,Dutchess Community College,23,0.029328593,Primarily online,8582,"Public, 2-year",0.002680028
11-Dec,New York,Livingston,Lima,Elim Bible Institute and College,38,0.016164924,Primarily in person,113,"Private, 2-year",0.336283186
11-Dec,New York,Chemung,Elmira,Elmira College,172,0.043076591,Primarily in person,892,"Private nonprofit, 4-year",0.192825112
11-Dec,New York,New York,New York City,Elyon College,0,0.215068281,Other,41,"Private, 2-year",0
11-Dec,New York,New York,New York City,Fashion Institute of Technology,29,0.215068281,Primarily online,8767,"Public, 4-year",0.003307859
11-Dec,New York,Ontario,Canandaigua,Finger Lakes Community College,26,0.016861455,Primarily online,5944,"Public, 2-year",0.004374159
11-Dec,New York,New York,New York City,Fordham University,205,0.215068281,Hybrid,16515,"Private nonprofit, 4-year",0.012412958
11-Dec,New York,Fulton,Johnstown,Fulton-Montgomery Community College,7,0.013899556,Primarily online,2451,"Public, 2-year",0.002855977
11-Dec,New York,Genesee,Batavia,Genesee Community College,28,0.025349162,Primarily in person,5530,"Public, 2-year",0.005063291
11-Dec,New York,Otsego,Oneonta,Hartwick College,73,0.013799943,Primarily in person,1176,"Private nonprofit, 4-year",0.06207483
11-Dec,New York,Herkimer,Herkimer,Herkimer County Community College,11,0.016634322,Hybrid,2398,"Public, 2-year",0.004587156
11-Dec,New York,Erie,Hamburg,Hilbert College,14,0.034050214,Primarily in person,764,"Private nonprofit, 4-year",0.018324607
11-Dec,New York,Nassau,Hempstead,Hofstra University,184,0.050097131,Primarily in person,10871,"Private nonprofit, 4-year",0.016925766
11-Dec,New York,Allegany,Houghton,Houghton College,1,0.02833525,Hybrid,1001,"Private nonprofit, 4-year",0.000999001
11-Dec,New York,Rensselaer,Troy,Hudson Valley Community College,56,0.014812808,Primarily online,10896,"Public, 2-year",0.005139501
11-Dec,New York,Westchester,New Rochelle,Iona College,168,0.058908162,Primarily online,3926,"Private nonprofit, 4-year",0.042791645
11-Dec,New York,Tompkins,Ithaca ,Ithaca College,102,0.014200431,Fully online,6517,"Private nonprofit, 4-year",0.015651373
11-Dec,New York,Chautauqua,Jamestown,Jamestown Community College,25,0.016540192,Primarily online,4476,"Public, 2-year",0.005585344
11-Dec,New York,Jefferson,Watertown,Jefferson Community College,13,0.007993882,Primarily online,3277,"Public, 2-year",0.003967043
11-Dec,New York,Yates,Keuka Park,Keuka College,123,0.013848192,Primarily in person,1926,"Private nonprofit, 4-year",0.063862928
11-Dec,New York,Onondaga,Syracuse,Le Moyne College,78,0.030280461,Primarily in person,3356,"Private nonprofit, 4-year",0.023241955
11-Dec,New York,New York,New York City,Manhattan College,70,0.215068281,Hybrid,4232,"Private nonprofit, 4-year",0.016540643
11-Dec,New York,Westchester,Purchase,Manhattanville College,8,0.058908162,Primarily online,2494,"Private nonprofit, 4-year",0.003207698
11-Dec,New York,Albany,Albany,Maria College of Albany,12,0.024195924,Primarily in person,912,"Private nonprofit, 4-year",0.013157895
11-Dec,New York,Dutchess,Poughkeepsie,Marist College,178,0.029328593,Primarily in person,6624,"Private nonprofit, 4-year",0.026871981
11-Dec,New York,New York,New York City,Marymount Manhattan College,9,0.215068281,Primarily online,2063,"Private nonprofit, 4-year",0.004362579
11-Dec,New York,Erie,Buffalo,Medaille College,59,0.034050214,Primarily in person,2146,"Private nonprofit, 4-year",0.02749301
11-Dec,New York,Westchester,Dobbs Ferry,Mercy College,50,0.058908162,Hybrid,9031,"Private nonprofit, 4-year",0.005536485
11-Dec,New York,New York,New York City,Metropolitan College of New York,0,0.215068281,Primarily online,1027,"Private nonprofit, 4-year",0
11-Dec,New York,Oneida,Utica,Mohawk Valley Community College,9,0.030900289,Primarily online,6317,"Public, 2-year",0.001424727
11-Dec,New York,Nassau,Rockville Centre,Molloy College,64,0.050097131,Primarily in person,4929,"Private nonprofit, 4-year",0.012984378
11-Dec,New York,Monroe,Rochester,Monroe Community College,177,0.02867196,Primarily online,12273,"Public, 2-year",0.014421902
11-Dec,New York,Nassau,Garden City,Nassau Community College,61,0.050097131,Primarily online,17406,"Public, 2-year",0.003504539
11-Dec,New York,Nassau,Syosset,New York College of Health Professions,9,0.050097131,Undetermined,473,"Private nonprofit, 4-year",0.019027484
11-Dec,New York,Nassau,Old Westbury,New York Institute of Technology,23,0.050097131,Primarily online,7173,"Private nonprofit, 4-year",0.003206469
11-Dec,New York,New York,New York City,New York School of Interior Design,1,0.215068281,Hybrid,537,"Private nonprofit, 4-year",0.001862197
11-Dec,New York,New York,New York City,New York University,790,0.215068281,Hybrid,51847,"Private nonprofit, 4-year",0.01523714
11-Dec,New York,Niagara,Sanborn,Niagara County Community College,103,0.025697507,Primarily online,5047,"Public, 2-year",0.020408163
11-Dec,New York,Niagara,Niagara,Niagara University,198,0.025697507,Fully in person,3763,"Private nonprofit, 4-year",0.052617592
11-Dec,New York,New York,New York City,Nyack College,9,0.215068281,Primarily online,2351,"Private nonprofit, 4-year",0.003828158
11-Dec,New York,Onondaga,Syracuse,Onondaga Community College,59,0.030280461,Hybrid,9834,"Public, 2-year",0.005999593
11-Dec,New York,Orange,Middletown,Orange County Community College,15,0.049197277,Primarily online,6617,"Public, 2-year",0.002266888
11-Dec,New York,New York,New York City,Pace University,144,0.215068281,Primarily online,13326,"Private nonprofit, 4-year",0.010805943
11-Dec,New York,New York,New York City,Pratt Institute,12,0.215068281,Primarily online,5015,"Private nonprofit, 4-year",0.002392822
11-Dec,New York,Rensselaer,Troy,Rensselaer Polytechnic Institute,34,0.014812808,Primarily online,7895,"Private nonprofit, 4-year",0.004306523
11-Dec,New York,Monroe,Rochester,Roberts Wesleyan College,34,0.02867196,Primarily online,1739,"Private nonprofit, 4-year",0.019551466
11-Dec,New York,Monroe,Rochester,Rochester Institute of Technology,140,0.02867196,Primarily in person,16463,"Private nonprofit, 4-year",0.008503918
11-Dec,New York,Rockland,Suffern,Rockland Community College,20,0.072147924,Primarily online,6859,"Public, 2-year",0.002915877
11-Dec,New York,Westchester,Bronxville,Sarah Lawrence College,12,0.058908162,Primarily online,1709,"Private nonprofit, 4-year",0.00702165
11-Dec,New York,Schenectady,Schenectady,Schenectady County Community College,16,0.021706515,Primarily online,5231,"Public, 2-year",0.003058689
11-Dec,New York,Albany,Loudonville,Siena College,189,0.024195924,Primarily in person,3221,"Private nonprofit, 4-year",0.058677429
11-Dec,New York,Saratoga,Saratoga Springs,Skidmore College,21,0.013334029,Hybrid,2613,"Private nonprofit, 4-year",0.008036739
11-Dec,New York,Cattaraugus,St. Bonaventure,St. Bonaventure University,156,0.020941445,Primarily in person,2379,"Private nonprofit, 4-year",0.06557377
11-Dec,New York,Monroe,Rocheser,St. John Fisher College,105,0.02867196,Primarily in person,3712,"Private nonprofit, 4-year",0.028286638
11-Dec,New York,St. Lawrence,Canton,St. Lawrence University,17,0.011193614,Hybrid,2522,"Private nonprofit, 4-year",0.006740682
11-Dec,New York,Rockland,Sparkill,St. Thomas Aquinas College,40,0.072147924,Primarily in person,2000,"Private nonprofit, 4-year",0.02
11-Dec,New York,Suffolk,Stony Brook,Stony Brook University,645,0.048112523,Primarily online,26256,"Public, 4-year",0.024565814
11-Dec,New York,Sullivan,Loch Sheldrake,Sullivan County Community College,3,0.031498568,Primarily online,1534,"Public, 2-year",0.001955671
11-Dec,New York,Onondaga,Syracuse,Syracuse University,801,0.030280461,Hybrid,22803,"Private nonprofit, 4-year",0.035126957
11-Dec,New York,Tompkins,Dryden,Tompkins Cortland Community College,45,0.014200431,Primarily online,2373,"Public, 2-year",0.018963338
11-Dec,New York,Erie,Buffalo,Trocaire College,25,0.034050214,Primarily online,1349,"Private nonprofit, 4-year",0.018532246
11-Dec,New York,Ulster,Stone Ridge,Ulster County Community College,9,0.02310599,Primarily online,3554,"Public, 2-year",0.002532358
11-Dec,New York,Nassau,Kings Point,United States Merchant Marine Academy,3,0.050097131,Undetermined,1015,"Public, 4-year",0.002955665
11-Dec,New York,Monroe,Rochester,University of Rochester,96,0.02867196,Hybrid,11817,"Private nonprofit, 4-year",0.008123889
11-Dec,New York,Oneida,Utica,Utica College,73,0.030900289,Hybrid,5196,"Private nonprofit, 4-year",0.014049269
11-Dec,New York,Dutchess,Poughkeepsie,Vassar College,50,0.029328593,Hybrid,2456,"Private nonprofit, 4-year",0.020358306
11-Dec,New York,New York,New York City,Vaughn College of Aeronautics and Technology,7,0.215068281,Hybrid,1542,"Private nonprofit, 4-year",0.004539559
11-Dec,New York,New York,New York City,Wagner College,40,0.215068281,Hybrid,2218,"Private nonprofit, 4-year",0.018034265
11-Dec,New York,Nassau,Glen Cove,Webb Institute,0,0.050097131,Primarily in person,104,"Private nonprofit, 4-year",0
11-Dec,New York,Cayuga,Aurora,Wells College,6,0.017290013,Primarily in person,471,"Private nonprofit, 4-year",0.012738854
11-Dec,New York,New York,New York City,Yeshiva University,5,0.215068281,Primarily in person,6479,"Private nonprofit, 4-year",0.000771724
11-Dec,North Carolina,Watauga,Boone,Appalachian State University,1284,0.039393346,Primarily online,19108,"Public, 4-year",0.067196986
11-Dec,North Carolina,Wilson,Wilson,Barton College,108,0.055427195,Primarily in person,1059,"Private nonprofit, 4-year",0.101983003
11-Dec,North Carolina,Gaston,Belmont,Belmont Abbey College,66,0.052425299,Primarily in person,1556,"Private nonprofit, 4-year",0.042416452
11-Dec,North Carolina,Transylvania,Brevard,Brevard College,20,0.018263778,Primarily in person,702,"Private nonprofit, 4-year",0.028490028
11-Dec,North Carolina,Harnett,Bules Creek,Campbell University,149,0.03421192,Primarily online,6448,"Private nonprofit, 4-year",0.02310794
11-Dec,North Carolina,Mecklenburg,Charlotte,Carolinas College of Health Sciences,18,0.044340734,Primarily online,467,"Public, 4-year",0.038543897
11-Dec,North Carolina,Rowan,Salisbury,Catawba College,40,0.047048308,Primarily online,1294,"Private nonprofit, 4-year",0.030911901
11-Dec,North Carolina,Hertford,Murfreesboro,Chowan University,25,0.046669764,Primarily online,1399,"Private nonprofit, 4-year",0.017869907
11-Dec,North Carolina,Mecklenburg,Davidson,Davidson College,48,0.044340734,Hybrid,1843,"Private nonprofit, 4-year",0.026044493
11-Dec,North Carolina,Durham,Durham,Duke University,267,0.038667073,Hybrid,16606,"Private nonprofit, 4-year",0.016078526
11-Dec,North Carolina,Durham,Durham,Durham Technical Community College,11,0.038667073,Primarily online,5434,"Public, 2-year",0.002024291
11-Dec,North Carolina,Pitt,Greenville,East Carolina University,1588,0.050004979,Fully online,28718,"Public, 4-year",0.05529633
11-Dec,North Carolina,Pasquotank,Elizabeth City,Elizabeth City State University,75,0.031262555,Hybrid,1677,"Public, 4-year",0.044722719
11-Dec,North Carolina,Alamance,Elon,Elon University,927,0.04829832,Primarily in person,6991,"Private nonprofit, 4-year",0.132599056
11-Dec,North Carolina,Cumberland,Fayetteville,Fayetteville State University,156,0.031969336,Primarily online,6318,"Public, 4-year",0.024691358
11-Dec,North Carolina,Cleveland,Boiling Springs,Gardner-Webb University,166,0.050762147,Primarily in person,3598,"Private nonprofit, 4-year",0.046136743
11-Dec,North Carolina,Guilford,Greensboro,Greensboro College,43,0.035967861,Primarily in person,1026,"Private nonprofit, 4-year",0.041910331
11-Dec,North Carolina,Guilford,Greensboro,Guilford College,36,0.035967861,Primarily in person,1576,"Private nonprofit, 4-year",0.02284264
11-Dec,North Carolina,Guilford,High Point,High Point University,153,0.035967861,Fully in person,5137,"Private nonprofit, 4-year",0.029783921
11-Dec,North Carolina,Catawba,Hickory,Lenoir-Rhyne University,54,0.051375422,Primarily in person,2700,"Private nonprofit, 4-year",0.02
11-Dec,North Carolina,Rowan,Salisbury,Livingstone College,1,0.047048308,Hybrid,1148,"Private nonprofit, 4-year",0.00087108
11-Dec,North Carolina,Madison,Mars Hill,Mars Hill University,62,0.028361296,Primarily online,1154,"Private nonprofit, 4-year",0.05372617
11-Dec,North Carolina,Wake,Raleigh,Meredith College,62,0.030990474,Primarily in person,1905,"Private nonprofit, 4-year",0.032545932
11-Dec,North Carolina,Cumberland,Fayetteville,Methodist University,37,0.031969336,Fully in person,2092,"Private nonprofit, 4-year",0.017686424
11-Dec,North Carolina,Buncombe,Montreat,Montreat College,48,0.024870688,Hybrid,921,"Private nonprofit, 4-year",0.052117264
11-Dec,North Carolina,Durham,Durham,North Carolina Central University,137,0.038667073,Hybrid,8207,"Public, 4-year",0.016693067
11-Dec,North Carolina,Wake,Raleigh,North Carolina State University,1426,0.030990474,Fully online,35479,"Public, 4-year",0.04019279
11-Dec,North Carolina,Nash,Rocky Mount,North Carolina Wesleyan College,70,0.052058368,Primarily in person,2034,"Private nonprofit, 4-year",0.034414946
11-Dec,North Carolina,Stanly,Misenheimer,Pfeiffer University,53,0.053673216,Primarily in person,1365,"Private nonprofit, 4-year",0.038827839
11-Dec,North Carolina,Mecklenburg,Charlotte,Queens University of Charlotte,2,0.044340734,Fully online,2536,"Private nonprofit, 4-year",0.000788644
11-Dec,North Carolina,Forsyth,Winston-Salem,Salem College,0,0.041031141,Fully online,842,"Private nonprofit, 4-year",0
11-Dec,North Carolina,Wake,Raleigh,Shaw University,30,0.030990474,Hybrid,1411,"Private nonprofit, 4-year",0.021261517
11-Dec,North Carolina,Wayne,Mount Olive,University of Mount Olive,91,0.051725398,Primarily online,3208,"Private nonprofit, 4-year",0.028366584
11-Dec,North Carolina,Forsyth,Winston Salem,University of North Carolina School of the Arts,33,0.041031141,Primarily in person,1042,"Public, 4-year",0.031669866
11-Dec,North Carolina,Orange,Chapel Hill,"University of North Carolina, Chapel Hill",1513,0.02864436,Fully online,30011,"Public, 4-year",0.050414848
11-Dec,North Carolina,Mecklenburg,Charlotte,"University of North Carolina, Charlotte",1086,0.044340734,Primarily online,29710,"Public, 4-year",0.036553349
11-Dec,North Carolina,Guilford,Greensboro,"University of North Carolina, Greensboro",329,0.035967861,Primarily online,20106,"Public, 4-year",0.016363275
11-Dec,North Carolina,Robeson,Pembroke,"University of North Carolina, Pembroke",459,0.061381818,Primarily in person,7137,"Public, 4-year",0.064312736
11-Dec,North Carolina,Forsyth,Winston-Salem,Wake Forest University,650,0.041031141,Primarily online,8401,"Private nonprofit, 4-year",0.077371741
11-Dec,North Carolina,Wake,Raleigh,Wake Technical Community College,68,0.030990474,Primarily online,21872,"Public, 2-year",0.003108998
11-Dec,North Carolina,Buncombe,Swannanoa,Warren Wilson College,2,0.024870688,Primarily in person,741,"Private nonprofit, 4-year",0.002699055
11-Dec,North Carolina,Jackson,Cullowhee,Western Carolina University,458,0.037985343,Hybrid,11639,"Public, 4-year",0.03935046
11-Dec,North Carolina,Wake,Raleigh,William Peace University,77,0.030990474,Primarily in person,910,"Private nonprofit, 4-year",0.084615385
11-Dec,North Carolina,Union,Wingate,Wingate University,117,0.0382975,Primarily in person,3689,"Private nonprofit, 4-year",0.031715912
11-Dec,North Carolina,Forsyth,Winston-Salem,Winston-Salem State University,136,0.041031141,Hybrid,5190,"Public, 4-year",0.026204239
11-Dec,North Dakota,Burleigh,Bismarck,Bismarck State College,252,0.135444335,Primarily in person,3778,"Public, 4-year",0.066701959
11-Dec,North Dakota,Bottineau,Bottineau,"Dakota College, Bottineau",91,0.092486469,Primarily in person,996,"Public, 2-year",0.091365462
11-Dec,North Dakota,Stark,Dickinson,Dickinson State University,164,0.120931119,Hybrid,1392,"Public, 4-year",0.117816092
11-Dec,North Dakota,Ramsey,Devils Lake,Lake Region State College,83,0.113811963,Primarily in person,2072,"Public, 2-year",0.040057915
11-Dec,North Dakota,Traill,Mayville,Mayville State University,137,0.103534097,Hybrid,1184,"Public, 4-year",0.115709459
11-Dec,North Dakota,Ward,Minot,Minot State University,563,0.119468961,Primarily in person,3189,"Public, 4-year",0.176544371
11-Dec,North Dakota,Richland,Wahpeton,North Dakota State College of Science,244,0.08351363,Primarily online,2957,"Public, 2-year",0.082516064
11-Dec,North Dakota,Cass,Fargo,North Dakota State University,867,0.101674884,Hybrid,13796,"Public, 4-year",0.062844303
11-Dec,North Dakota,Sioux,Fort Yates,Sitting Bull College,12,0.129787234,Hybrid,273,"Public, 4-year",0.043956044
11-Dec,North Dakota,Grand Forks,Grand Forks,University of North Dakota,1961,0.127499964,Hybrid,13847,"Public, 4-year",0.141619123
11-Dec,North Dakota,Barnes,Valley City,Valley City State University,127,0.111953913,Hybrid,1547,"Public, 4-year",0.082094376
11-Dec,North Dakota,Williams,Williston,Williston State College,137,0.09901833,Hybrid,1124,"Public, 2-year",0.121886121
11-Dec,Ohio,Ashland,Ashland,Ashland University,151,0.034365418,Hybrid,6627,"Private nonprofit, 4-year",0.022785574
11-Dec,Ohio,Cuyahoga,Berea,Baldwin Wallace University,188,0.042679293,Primarily in person,3709,"Private nonprofit, 4-year",0.050687517
11-Dec,Ohio,Allen,Bluffton,Bluffton University,4,0.064317886,Hybrid,770,"Private nonprofit, 4-year",0.005194805
11-Dec,Ohio,Franklin,Columbus,Capital University,42,0.050262919,Primarily online,3213,"Private nonprofit, 4-year",0.013071895
11-Dec,Ohio,Cuyahoga,Cleveland,Case Western Reserve University,194,0.042679293,Primarily online,11890,"Private nonprofit, 4-year",0.016316232
11-Dec,Ohio,Greene,Cedarville,Cedarville University,29,0.043134423,Primarily in person,4150,"Private nonprofit, 4-year",0.006987952
11-Dec,Ohio,Greene,Wilberforce,Central State University,50,0.043134423,Primarily in person,2099,"Public, 4-year",0.023820867
11-Dec,Ohio,Cuyahoga,Cleveland,Cleveland State University,43,0.042679293,Primarily online,16069,"Public, 4-year",0.00267596
11-Dec,Ohio,Defiance,Defiance,Defiance College,69,0.05266889,Hybrid,545,"Private nonprofit, 4-year",0.126605505
11-Dec,Ohio,Licking,Granville,Denison University,27,0.045261277,Hybrid,2394,"Private nonprofit, 4-year",0.011278195
11-Dec,Ohio,Jefferson,Steubenville,Franciscan University of Steubenville,159,0.035223881,Primarily in person,3028,"Private nonprofit, 4-year",0.052509908
11-Dec,Ohio,Seneca,Tiffin,Heidelberg University,109,0.04632281,Primarily in person,1219,"Private nonprofit, 4-year",0.089417555
11-Dec,Ohio,Portage,Hiram,Hiram College,26,0.033213103,Hybrid,1255,"Private nonprofit, 4-year",0.020717131
11-Dec,Ohio,Cuyahoga,University Heights,John Carroll University,166,0.042679293,Fully online,3555,"Private nonprofit, 4-year",0.046694796
11-Dec,Ohio,Ashtabula,Ashtabula,"Kent State University, Ashtabula",0,0.031673882,Primarily online,2026,"Public, 4-year",0
11-Dec,Ohio,Columbiana,Salem,"Kent State University, Salem",0,0.047476026,Primarily online,1697,"Public, 4-year",0
11-Dec,Ohio,Knox,Gambier,Kenyon College,12,0.031080517,Primarily online,1730,"Private nonprofit, 4-year",0.006936416
11-Dec,Ohio,Lake,Painesville,Lake Erie College,47,0.04229434,Primarily in person,1160,"Private nonprofit, 4-year",0.040517241
11-Dec,Ohio,Lorain,Elyria,Lorain County Community College,49,0.034483093,Primarily online,10644,"Public, 4-year",0.004603533
11-Dec,Ohio,Lucas,Sylvania,Lourdes University,121,0.046705016,Primarily in person,1444,"Private nonprofit, 4-year",0.083795014
11-Dec,Ohio,Stark,Canton,Malone University,95,0.039567627,Hybrid,1667,"Private nonprofit, 4-year",0.056988602
11-Dec,Ohio,Washington,Marietta,Marietta College,129,0.034634708,Hybrid,1130,"Private nonprofit, 4-year",0.114159292
11-Dec,Ohio,Butler,Oxford,Miami University (Ohio),2540,0.052999734,Primarily online,19934,"Public, 4-year",0.127420488
11-Dec,Ohio,Muskingum,New Concord,Muskingum University,27,0.044249841,Fully in person,2412,"Private nonprofit, 4-year",0.01119403
11-Dec,Ohio,Richland,Mansfield,North Central State College,48,0.044216452,Primarily online,2963,"Public, 2-year",0.016199798
11-Dec,Ohio,Lorain,Oberlin,Oberlin College,28,0.034483093,Primarily online,2812,"Private nonprofit, 4-year",0.009957326
11-Dec,Ohio,Franklin,Columbus,Ohio Dominican University,115,0.050262919,Primarily in person,1716,"Private nonprofit, 4-year",0.067016317
11-Dec,Ohio,Hardin,Ada,Ohio Northern University,125,0.044316914,Primarily in person,3039,"Private nonprofit, 4-year",0.041131951
11-Dec,Ohio,Franklin,Columbus,Ohio State University,5806,0.050262919,Hybrid,61170,"Public, 4-year",0.094915808
11-Dec,Ohio,Athens,Athens,Ohio University,847,0.038299631,Primarily online,28480,"Public, 4-year",0.029740169
11-Dec,Ohio,Delaware,Delaware,Ohio Wesleyan University,141,0.039617166,Primarily in person,1561,"Private nonprofit, 4-year",0.090326714
11-Dec,Ohio,Franklin,Westerville,Otterbein University,154,0.050262919,Primarily online,2886,"Private nonprofit, 4-year",0.053361053
11-Dec,Ohio,Scioto,Portsmouth,Shawnee State University,127,0.039740287,Hybrid,3253,"Public, 4-year",0.039040885
11-Dec,Ohio,Montgomery,Dayton,Sinclair Community College,51,0.051731564,Primarily in person,18576,"Public, 2-year",0.002745478
11-Dec,Ohio,Sandusky,Fremont,Terra State Community College,32,0.04227759,Primarily in person,2228,"Public, 2-year",0.014362657
11-Dec,Ohio,Seneca,Tiffin,Tiffin University,72,0.04632281,Primarily in person,3045,"Private nonprofit, 4-year",0.02364532
11-Dec,Ohio,Summit,Akron,University of Akron,315,0.037975058,Primarily online,18731,"Public, 4-year",0.016817041
11-Dec,Ohio,Hamilton,Cincinnati,University of Cincinnati,1839,0.049849964,Hybrid,37886,"Public, 4-year",0.048540358
11-Dec,Ohio,Montgomery,Dayton,University of Dayton,1573,0.051731564,Primarily online,11241,"Private nonprofit, 4-year",0.13993417
11-Dec,Ohio,Stark,Alliance,University of Mount Union,222,0.039567627,Hybrid,2403,"Private nonprofit, 4-year",0.092384519
11-Dec,Ohio,Lucas,Toledo,University of Toledo,722,0.046705016,Primarily in person,20237,"Public, 4-year",0.035677225
11-Dec,Ohio,Cuyahoga,Pepper Pike,Ursuline College,44,0.042679293,Hybrid,1073,"Private nonprofit, 4-year",0.041006524
11-Dec,Ohio,Stark,North Canton,Walsh University,161,0.039567627,Primarily in person,2779,"Private nonprofit, 4-year",0.057934509
11-Dec,Ohio,Clark,Springfield,Wittenberg University,217,0.051841024,Hybrid,1801,"Private nonprofit, 4-year",0.120488617
11-Dec,Ohio,Montgomery,Dayton,Wright State University,168,0.051731564,Primarily online,14403,"Public, 4-year",0.011664237
11-Dec,Ohio,Mahoning,Youngstown,Youngstown State University,277,0.048521316,Primarily online,12607,0,0.02197192
11-Dec,Oklahoma,Comanche,Lawton,Cameron University,159,0.045466215,Primarily in person,4290,"Public, 4-year",0.037062937
11-Dec,Oklahoma,Logan,Langston,Langston University,64,0.03890775,Primarily online,2119,"Public, 4-year",0.030202926
11-Dec,Oklahoma,Cherokee,Tahlequah,Northeastern State University,144,0.054750601,Hybrid,7879,"Public, 4-year",0.018276431
11-Dec,Oklahoma,Kay,Tonkawa,Northern Oklahoma College,172,0.051334466,Hybrid,4181,"Public, 2-year",0.041138484
11-Dec,Oklahoma,Woods,Alva,Northwestern Oklahoma State University,152,0.077334243,Primarily online,1992,"Public, 4-year",0.076305221
11-Dec,Oklahoma,Oklahoma,Edmond,Oklahoma Christian University,186,0.058217984,Primarily in person,2228,"Private nonprofit, 4-year",0.083482944
11-Dec,Oklahoma,Oklahoma,Oklahoma City,Oklahoma City University,36,0.058217984,Primarily in person,2773,"Private nonprofit, 4-year",0.01298233
11-Dec,Oklahoma,Texas,Goodwell,Oklahoma Panhandle State University,90,0.130611019,Primarily online,1262,"Public, 4-year",0.071315372
11-Dec,Oklahoma,Tulsa,Tulsa,Oral Roberts University,1,0.058202569,Hybrid,4053,"Private nonprofit, 4-year",0.000246731
11-Dec,Oklahoma,Oklahoma,Midwest City,Rose State College,130,0.058217984,Undetermined,7420,"Public, 2-year",0.017520216
11-Dec,Oklahoma,Bryan,Durant,Southeastern Oklahoma State University,220,0.065006772,Hybrid,4542,"Public, 4-year",0.048436812
11-Dec,Oklahoma,Custer,Weatherford,Southwestern Oklahoma State University,365,0.080819226,Primarily in person,5267,"Public, 4-year",0.069299411
11-Dec,Oklahoma,Oklahoma,Edmond,University of Central Oklahoma,690,0.058217984,Primarily in person,15393,"Public, 4-year",0.04482557
11-Dec,Oklahoma,Grady,Chickasha,University of Science and Arts of Oklahoma,37,0.056381416,Primarily in person,852,"Public, 4-year",0.04342723
11-Dec,Oklahoma,Tulsa,Tulsa,University of Tulsa,283,0.058202569,Hybrid,4365,"Private nonprofit, 4-year",0.064833906
11-Dec,Oregon,Union,La Grande,Eastern Oregon University,53,0.032494876,Primarily in person,2978,"Public, 4-year",0.017797179
